项目ID,请求专业类型,学校,学院,项目名称,标准项目名称,方向,项目类型,年份,录取分析标题,总成绩计算方式,分数段,拟录人数,进入复试人数,分段录取率,来源网站,更新时间
67,MBA,江苏科技大学,经济管理学院,(05)人力资源管理,人力资源管理,nan,非全日制,2025,MBA(非全),综合成绩=初试总成绩（含加分）∗70%＋复试总成绩∗30%,170-179,7,8,87.5,MBA大师,2025-06-23 09:57:41
67,MBA,江苏科技大学,经济管理学院,(05)人力资源管理,人力资源管理,nan,非全日制,2025,MBA(非全),综合成绩=初试总成绩（含加分）∗70%＋复试总成绩∗30%,180-189,9,9,100.0,MBA大师,2025-06-23 09:57:41
67,MBA,江苏科技大学,经济管理学院,(05)人力资源管理,人力资源管理,nan,非全日制,2025,MBA(非全),综合成绩=初试总成绩（含加分）∗70%＋复试总成绩∗30%,190-199,6,6,100.0,MBA大师,2025-06-23 09:57:42
67,MBA,江苏科技大学,经济管理学院,(05)人力资源管理,人力资源管理,nan,非全日制,2025,MBA(非全),综合成绩=初试总成绩（含加分）∗70%＋复试总成绩∗30%,200-209,2,2,100.0,MBA大师,2025-06-23 09:57:43
67,MBA,江苏科技大学,经济管理学院,(05)人力资源管理,人力资源管理,nan,非全日制,2025,MBA(非全),综合成绩=初试总成绩（含加分）∗70%＋复试总成绩∗30%,210-219,4,5,80.0,MBA大师,2025-06-23 09:57:43
67,MBA,江苏科技大学,经济管理学院,(05)人力资源管理,人力资源管理,nan,非全日制,2025,MBA(非全),综合成绩=初试总成绩（含加分）∗70%＋复试总成绩∗30%,230-239,1,1,100.0,MBA大师,2025-06-23 09:57:44
67,MBA,江苏科技大学,经济管理学院,(05)人力资源管理,人力资源管理,nan,全日制,2025,MBA(全),综合成绩=初试总成绩（含加分）∗70%＋复试总成绩∗30%,0-150,0,1,0.0,MBA大师,2025-06-23 09:57:37
67,MBA,江苏科技大学,经济管理学院,(05)人力资源管理,人力资源管理,nan,全日制,2025,MBA(全),综合成绩=初试总成绩（含加分）∗70%＋复试总成绩∗30%,151-159,5,5,100.0,MBA大师,2025-06-23 09:57:38
67,MBA,江苏科技大学,经济管理学院,(05)人力资源管理,人力资源管理,nan,全日制,2025,MBA(全),综合成绩=初试总成绩（含加分）∗70%＋复试总成绩∗30%,160-169,12,12,100.0,MBA大师,2025-06-23 09:57:39
67,MBA,江苏科技大学,经济管理学院,(05)人力资源管理,人力资源管理,nan,全日制,2025,MBA(全),综合成绩=初试总成绩（含加分）∗70%＋复试总成绩∗30%,170-179,11,12,91.67,MBA大师,2025-06-23 09:57:41
67,MBA,江苏科技大学,经济管理学院,(05)人力资源管理,人力资源管理,nan,全日制,2025,MBA(全),综合成绩=初试总成绩（含加分）∗70%＋复试总成绩∗30%,180-189,13,13,100.0,MBA大师,2025-06-23 09:57:41
67,MBA,江苏科技大学,经济管理学院,(05)人力资源管理,人力资源管理,nan,全日制,2025,MBA(全),综合成绩=初试总成绩（含加分）∗70%＋复试总成绩∗30%,190-199,6,6,100.0,MBA大师,2025-06-23 09:57:42
67,MBA,江苏科技大学,经济管理学院,(05)人力资源管理,人力资源管理,nan,全日制,2025,MBA(全),综合成绩=初试总成绩（含加分）∗70%＋复试总成绩∗30%,200-209,0,1,0.0,MBA大师,2025-06-23 09:57:43
67,MBA,江苏科技大学,经济管理学院,(05)人力资源管理,人力资源管理,nan,全日制,2025,MBA(全),综合成绩=初试总成绩（含加分）∗70%＋复试总成绩∗30%,210-219,1,1,100.0,MBA大师,2025-06-23 09:57:43
67,MBA,江苏科技大学,经济管理学院,(05)人力资源管理,人力资源管理,nan,全日制,2025,MBA(全),综合成绩=初试总成绩（含加分）∗70%＋复试总成绩∗30%,220-229,2,2,100.0,MBA大师,2025-06-23 09:57:44
59,MBA,中国矿业大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=(初试成绩÷初试总分)×50%×100 +(复试成绩÷复试总分)×50%×100,160-169,28,46,60.87,MBA大师,2025-06-23 09:57:40
59,MBA,中国矿业大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=(初试成绩÷初试总分)×50%×100 +(复试成绩÷复试总分)×50%×100,170-179,52,55,94.55,MBA大师,2025-06-23 09:57:41
59,MBA,中国矿业大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=(初试成绩÷初试总分)×50%×100 +(复试成绩÷复试总分)×50%×100,180-189,43,44,97.73,MBA大师,2025-06-23 09:57:42
59,MBA,中国矿业大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=(初试成绩÷初试总分)×50%×100 +(复试成绩÷复试总分)×50%×100,190-199,24,26,92.31,MBA大师,2025-06-23 09:57:42
59,MBA,中国矿业大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=(初试成绩÷初试总分)×50%×100 +(复试成绩÷复试总分)×50%×100,200-209,16,16,100.0,MBA大师,2025-06-23 09:57:43
59,MBA,中国矿业大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=(初试成绩÷初试总分)×50%×100 +(复试成绩÷复试总分)×50%×100,210-219,8,8,100.0,MBA大师,2025-06-23 09:57:43
59,MBA,中国矿业大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=(初试成绩÷初试总分)×50%×100 +(复试成绩÷复试总分)×50%×100,220-229,4,4,100.0,MBA大师,2025-06-23 09:57:44
61,MBA,南京工业大学,经济与管理学院,(04)人力资源管理与领导力,人力资源管理与领导力,nan,非全日制,2025,MBA(非全),一志愿考生综合成绩=初试成绩（满分300分）+复试成绩（满分300分）,151-159,11,11,100.0,MBA大师,2025-06-23 09:57:38
61,MBA,南京工业大学,经济与管理学院,(04)人力资源管理与领导力,人力资源管理与领导力,nan,非全日制,2025,MBA(非全),一志愿考生综合成绩=初试成绩（满分300分）+复试成绩（满分300分）,160-169,18,21,85.71,MBA大师,2025-06-23 09:57:41
61,MBA,南京工业大学,经济与管理学院,(04)人力资源管理与领导力,人力资源管理与领导力,nan,非全日制,2025,MBA(非全),一志愿考生综合成绩=初试成绩（满分300分）+复试成绩（满分300分）,170-179,7,7,100.0,MBA大师,2025-06-23 09:57:41
61,MBA,南京工业大学,经济与管理学院,(04)人力资源管理与领导力,人力资源管理与领导力,nan,非全日制,2025,MBA(非全),一志愿考生综合成绩=初试成绩（满分300分）+复试成绩（满分300分）,180-189,3,3,100.0,MBA大师,2025-06-23 09:57:42
61,MBA,南京工业大学,经济与管理学院,(04)人力资源管理与领导力,人力资源管理与领导力,nan,非全日制,2025,MBA(非全),一志愿考生综合成绩=初试成绩（满分300分）+复试成绩（满分300分）,190-199,1,1,100.0,MBA大师,2025-06-23 09:57:42
61,MBA,南京工业大学,经济与管理学院,(04)人力资源管理与领导力,人力资源管理与领导力,nan,非全日制,2025,MBA(非全),一志愿考生综合成绩=初试成绩（满分300分）+复试成绩（满分300分）,200-209,0,1,0.0,MBA大师,2025-06-23 09:57:43
61,MBA,南京工业大学,经济与管理学院,(04)人力资源管理与领导力,人力资源管理与领导力,nan,非全日制,2025,MBA(非全),一志愿考生综合成绩=初试成绩（满分300分）+复试成绩（满分300分）,210-219,1,1,100.0,MBA大师,2025-06-23 09:57:44
111,MBA,常州大学,商学院,(02)投融资与财务管理,投融资与财务管理,nan,非全日制,2025,MBA(非全),总成绩=（初试总成绩÷3)*50%+（复试总成绩÷3)*50%。,151-159,0,12,0.0,MBA大师,2025-06-23 09:57:38
111,MBA,常州大学,商学院,(02)投融资与财务管理,投融资与财务管理,nan,非全日制,2025,MBA(非全),总成绩=（初试总成绩÷3)*50%+（复试总成绩÷3)*50%。,160-169,8,15,0.0,MBA大师,2026-03-08 11:23:33
111,MBA,常州大学,商学院,(02)投融资与财务管理,投融资与财务管理,nan,非全日制,2025,MBA(非全),总成绩=（初试总成绩÷3)*50%+（复试总成绩÷3)*50%。,170-179,18,19,0.0,MBA大师,2026-03-08 11:23:33
111,MBA,常州大学,商学院,(02)投融资与财务管理,投融资与财务管理,nan,非全日制,2025,MBA(非全),总成绩=（初试总成绩÷3)*50%+（复试总成绩÷3)*50%。,180-189,9,9,0.0,MBA大师,2026-03-08 11:23:33
111,MBA,常州大学,商学院,(02)投融资与财务管理,投融资与财务管理,nan,非全日制,2025,MBA(非全),总成绩=（初试总成绩÷3)*50%+（复试总成绩÷3)*50%。,190-199,5,5,0.0,MBA大师,2026-03-08 11:23:33
111,MBA,常州大学,商学院,(02)投融资与财务管理,投融资与财务管理,nan,非全日制,2025,MBA(非全),总成绩=（初试总成绩÷3)*50%+（复试总成绩÷3)*50%。,200-209,2,2,0.0,MBA大师,2026-03-08 11:23:33
111,MBA,常州大学,商学院,(02)投融资与财务管理,投融资与财务管理,nan,非全日制,2025,MBA(非全),总成绩=（初试总成绩÷3)*50%+（复试总成绩÷3)*50%。,210-219,4,4,0.0,MBA大师,2026-03-08 11:23:33
93,MBA,南京邮电大学,管理学院,(03)人力资源管理,人力资源管理,nan,非全日制,2025,MBA(非全),综合总成绩=（初试成绩÷3×0.7）+（复试成绩÷2.5×0.3）,151-159,8,8,100.0,MBA大师,2025-06-23 09:57:38
93,MBA,南京邮电大学,管理学院,(03)人力资源管理,人力资源管理,nan,非全日制,2025,MBA(非全),综合总成绩=（初试成绩÷3×0.7）+（复试成绩÷2.5×0.3）,160-169,12,13,92.31,MBA大师,2025-06-23 09:57:39
93,MBA,南京邮电大学,管理学院,(03)人力资源管理,人力资源管理,nan,非全日制,2025,MBA(非全),综合总成绩=（初试成绩÷3×0.7）+（复试成绩÷2.5×0.3）,170-179,8,8,100.0,MBA大师,2025-06-23 09:57:41
93,MBA,南京邮电大学,管理学院,(03)人力资源管理,人力资源管理,nan,非全日制,2025,MBA(非全),综合总成绩=（初试成绩÷3×0.7）+（复试成绩÷2.5×0.3）,180-189,11,13,84.62,MBA大师,2025-06-23 09:57:41
93,MBA,南京邮电大学,管理学院,(03)人力资源管理,人力资源管理,nan,非全日制,2025,MBA(非全),综合总成绩=（初试成绩÷3×0.7）+（复试成绩÷2.5×0.3）,190-199,4,5,80.0,MBA大师,2025-06-23 09:57:42
93,MBA,南京邮电大学,管理学院,(03)人力资源管理,人力资源管理,nan,非全日制,2025,MBA(非全),综合总成绩=（初试成绩÷3×0.7）+（复试成绩÷2.5×0.3）,200-209,2,3,66.67,MBA大师,2025-06-23 09:57:42
93,MBA,南京邮电大学,管理学院,(03)人力资源管理,人力资源管理,nan,非全日制,2025,MBA(非全),综合总成绩=（初试成绩÷3×0.7）+（复试成绩÷2.5×0.3）,210-219,2,2,100.0,MBA大师,2025-06-23 09:57:43
93,MBA,南京邮电大学,管理学院,(03)人力资源管理,人力资源管理,nan,非全日制,2025,MBA(非全),综合总成绩=（初试成绩÷3×0.7）+（复试成绩÷2.5×0.3）,220-229,2,2,100.0,MBA大师,2025-06-23 09:57:44
