学校,学院,专业类型,招生人数,学费,城市,性质,项目ID,详情页,大学ID,大学名称,学院专业列表,学院招生年份
福建师范大学,文化旅游与公共管理学院,MPA,非全日制:84人,2.4万-10.0万,福建省福州市,,25,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=25,247,福建师范大学,MPA、MTA,2026
福建医科大学,卫生管理学院,MPA,非全日制:19人,6.3万,福建省福州市,,1934,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1934,249,福建医科大学,MPA,2026
福建理工大学,管理学院,MPA,"全日制:10人,非全日制:10人",2.4万-6.0万,福建省福州市,,34,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=34,254,福建理工大学,MEM、MPA,2026
福建中医药大学,人文与管理学院,MPA,非全日制:5人,6.0万,福建省福州市,,157423,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157423,487,福建中医药大学,MPA,2026
山东大学,政治学与公共管理学院,MPA,非全日制:450人,4.8万-29.8万,"山东省济南,青岛,可选","985,211,双一流",730,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=730,267,山东大学,MPA,2026
中国海洋大学,MPA教育中心,MPA,非全日制:228人,4.5万-15.0万,山东省青岛市,"985,211,双一流",729,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=729,268,中国海洋大学,MPA,2026
山东科技大学,文法学院,MPA,非全日制:65人,3.0万-7.8万,山东省青岛市,,738,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=738,269,山东科技大学,MPA,2026
济南大学,政法学院,MPA,非全日制:67人,3.0万-8.4万,山东省济南市,,737,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=737,272,济南大学,MPA,2026
山东师范大学,公共管理学院,MPA,非全日制:110人,3.0万-8.4万,山东省济南市,,731,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=731,275,山东师范大学,MPA,2026
聊城大学,MPA教育中心,MPA,非全日制:30人,3.0万-5.8万,山东省聊城市,,1884,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1884,276,聊城大学,MPA,2026
山东财经大学,MPA中心,MPA,非全日制:115人,2.0万-10.8万,山东省济南市,,733,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=733,277,山东财经大学,MPA,2026
青岛大学,政治与公共管理学院,MPA,非全日制:115人,3.0万-8.7万,山东省青岛市,,732,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=732,278,青岛大学,MPA,2026
山东工商学院,公共管理学院,MPA,非全日制:24人,3.0万-7.5万,山东省烟台市,,1932,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1932,279,山东工商学院,MPA,2026
山东农业大学,公共管理学院,MPA,非全日制:68人,3.0万-4.5万,山东省泰安市,,734,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=734,280,山东农业大学,MPA,2026
山东第二医科大学,管理学院,MPA,"全日制:9人,非全日制:3人",3.0万-6.0万,山东省潍坊市,,1882,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1882,281,山东第二医科大学,MPA,2026
滨州医学院,卫生管理学院,MPA,"全日制:4人,非全日制:21人",3.6万-5.4万,山东省烟台市,,1883,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1883,282,滨州医学院,MPA,2026
曲阜师范大学,政治与公共管理学院,MPA,非全日制:92人,3.0万-5.4万,山东省日照市,,739,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=739,283,曲阜师范大学,MPA,2026
曲阜师范大学,经济学院,MPA,非全日制:18人,3.0万-5.4万,山东省日照市,,740,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=740,283,曲阜师范大学,MPA,2026
鲁东大学,商学院,MPA,非全日制:39人,3.0万-6.0万,山东省烟台市,,958,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=958,284,鲁东大学,MPA、MTA,2026
中共山东省委党校(山东行政学院）,不区分院系所,MPA,非全日制:40人,4.2万,山东济南,,741,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=741,285,中共山东省委党校(山东行政学院）,MPA,2025
山东第一医科大学,医药管理学院,MPA,"全日制:6人,非全日制:3人",3.0万,山东省济南市,,157425,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157425,290,山东第一医科大学,MPA,2026
南昌大学,公共政策与管理学院,MPA,非全日制:244人,2.6万-11.8万,江西省南昌市,"211,双一流",692,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=692,255,南昌大学,MPA、MLIS、MEM,2026
华东交通大学,人文社会科学学院,MPA,"全日制:1人,非全日制:36人",2.4万-6.0万,江西省南昌市,,694,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=694,256,华东交通大学,MPA,2026
江西理工大学,应急管理与安全工程学院,MPA,非全日制:45人,3.6万-9.9万,江西省南昌市,,1936,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1936,258,江西理工大学,MPA,2026
江西师范大学,政法学院,MPA,非全日制:58人,2.4万-9.0万,江西省南昌市,,696,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=696,259,江西师范大学,MPA,2026
江西财经大学,财税与公共管理学院,MPA,非全日制:48人,2.4万-15.0万,"江西南昌,江西省南昌市",,695,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=695,260,江西财经大学,MPA,2025
江西财经大学,应用经济学院,MPA,"全日制:25人,非全日制:28人",2.4万-15.0万,江西南昌,,1937,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1937,260,江西财经大学,MPA,2025
江西农业大学,MPA教育中心,MPA,非全日制:60人,3.6万-4.5万,江西省南昌市,,697,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=697,263,江西农业大学,MPA,2026
南昌航空大学,经济管理学院,MPA,"全日制:4人,非全日制:37人",3.6万-4.8万,江西省南昌市,,693,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=693,265,南昌航空大学,MPA、MEM,2026
南昌航空大学,体育学院,MPA,全日制:2人,3.6万-4.8万,江西省南昌市,,157424,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157424,265,南昌航空大学,MPA,2026
武汉大学,政治与公共管理学院,MPA,非全日制:185人,3.6万-35.8万,湖北省武汉市,"985,211,双一流",526,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=526,307,武汉大学,MPA,2026
华中科技大学,公共管理学院,MPA,非全日制:215人,3.9万-32.8万,湖北省武汉市,"985,211,双一流",527,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=527,308,华中科技大学,MPA,2026
华中科技大学,医药卫生管理学院,MPA,非全日制:60人,3.9万-32.8万,湖北省武汉市,"985,211,双一流",528,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=528,308,华中科技大学,MPA、MLIS,2026
武汉科技大学,马克思主义学院,MPA,"全日制:25人,非全日制:32人",3.3万-12.8万,湖北省武汉市,,537,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=537,309,武汉科技大学,MPA,2026
武汉科技大学,法学与经济学院,MPA,非全日制:76人,3.3万-12.8万,湖北省武汉市,,538,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=538,309,武汉科技大学,MPA,2026
武汉工程大学,管理学院,MPA,非全日制:24人,6.0万-8.4万,湖北省武汉市,,523,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=523,311,武汉工程大学,MBA、MPA、MEM、MPAcc,2026
中国地质大学(武汉),公共管理学院,MPA,非全日制:145人,5.4万-14.4万,湖北省武汉市,"211,双一流",536,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=536,312,中国地质大学(武汉),MPA,2026
武汉理工大学,经济学院,MPA,非全日制:140人,3.2万-16.2万,湖北省武汉市,"211,双一流",532,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=532,313,武汉理工大学,MPA,2026
武汉理工大学,马克思主义学院,MPA,非全日制:40人,3.2万-16.2万,湖北省武汉市,"211,双一流",533,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=533,313,武汉理工大学,MPA,2026
武汉理工大学,法学与人文社会学院,MPA,非全日制:30人,3.2万-16.2万,湖北省武汉市,"211,双一流",534,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=534,313,武汉理工大学,MPA,2026
武汉理工大学,安全科学与应急管理学院,MPA,非全日制:80人,3.2万-16.2万,湖北省武汉市,"211,双一流",535,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=535,313,武汉理工大学,MEM、MPA,2026
湖北工业大学,经济与管理学院,MPA,非全日制:130人,3.9万-8.4万,湖北省武汉市,,524,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=524,314,湖北工业大学,MBA、MPAcc、MPA,2026
华中农业大学,公共管理学院,MPA,非全日制:91人,6.0万-14.9万,湖北省武汉市,"211,双一流",531,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=531,315,华中农业大学,MPA,2026
华中师范大学,公共管理学院,MPA,非全日制:225人,2.0万-10.5万,湖北省武汉市,"211,双一流",530,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=530,316,华中师范大学,MPA,2026
湖北大学,公共管理学院,MPA,非全日制:100人,2.4万-9.0万,湖北省武汉市,,73700,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=73700,317,湖北大学,MPA,2026
中南财经政法大学,公共管理学院,MPA,"全日制:70人,非全日制:77人",7.0万-26.8万,湖北省武汉市,"211,双一流",529,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=529,318,中南财经政法大学,MPA,2026
中南民族大学,公共管理学院,MPA,非全日制:29人,3.6万-8.1万,湖北省武汉,,541,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=541,319,中南民族大学,MPA,2025
三峡大学,法学与公共管理学院,MPA,非全日制:65人,4.5万-6.8万,湖北省宜昌市,,540,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=540,320,三峡大学,MPA,2026
湖北中医药大学,管理学院,MPA,非全日制:20人,3.9万,湖北省武汉市,,1930,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1930,321,湖北中医药大学,MPA,2026
湖北师范大学,经济管理与法学院,MPA,非全日制:20人,4.8万,湖北省黄石市,,74900,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=74900,322,湖北师范大学,MPA,2026
湖北医药学院,公共卫生与健康学院,MPA,"全日制:6人,非全日制:10人",3.0万-6.0万,湖北省十堰市,,1887,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1887,323,湖北医药学院,MLIS、MPA,2026
中共湖北省委党校,不区分院系所,MPA,非全日制:19人,3.0万,湖北省武汉市,,1950,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1950,324,中共湖北省委党校,MPA,2026
湖北经济学院,财政与公共管理学院,MPA,非全日制:9人,3.6万-9.0万,湖北省武汉市,,157428,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157428,329,湖北经济学院,MPA,2026
华北水利水电大学,公共管理学院,MPA,非全日制:59人,2.0万-7.0万,河南省郑州市,,251,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=251,291,华北水利水电大学,MPA,2026
郑州大学,政治与公共管理学院,MPA,非全日制:203人,2.4万-24.0万,河南省郑州市,"211,双一流",1910,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1910,292,郑州大学,MPA,2026
河南理工大学,应急管理学院,MPA,非全日制:70人,2.4万-6.0万,河南省焦作市,,250,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=250,293,河南理工大学,MPA,2026
郑州轻工业大学,政法学院,MPA,非全日制:13人,2.4万-7.5万,河南省郑州市,,157426,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157426,294,郑州轻工业大学,MPA,2026
河南工业大学,管理学院,MPA,全日制:10人,1.6万-6.2万,河南省郑州市,,266,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=266,295,河南工业大学,MEM、MPAcc、MPA、MBA,2026
河南科技大学,商学院,MPA,"全日制:20人,非全日制:35人",2.4万-10.5万,河南省洛阳市,,259,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=259,296,河南科技大学,MBA、MPA、MPAcc,2026
河南大学,哲学与公共管理学院,MPA,非全日制:131人,2.4万-9.6万,河南省开封市,双一流,252,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=252,298,河南大学,MPA,2026
河南师范大学,MPA教育中心,MPA,非全日制:100人,2.4万-6.6万,河南省新乡市,,1931,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1931,299,河南师范大学,MPA,2026
河南财经政法大学,黄河商学院,MPA,非全日制:18人,2.4万-10.5万,河南省郑州市,,245,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=245,300,河南财经政法大学,MEM、MPAcc、MPA、MBA,2026
河南财经政法大学,公共管理学院,MPA,"全日制:46人,非全日制:11人",2.4万-10.5万,河南郑州,,1885,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1885,300,河南财经政法大学,MPA,2025
河南财经政法大学,管理学部,MPA,全日制:46人,2.4万-10.5万,河南省郑州市,,157446,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157446,300,河南财经政法大学,MEM、MAud、MTA、MPAcc、MPA、MBA,2026
郑州航空工业管理学院,文法学院,MPA,全日制:13人,2.4万-5.0万,河南省郑州市,,157427,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157427,301,郑州航空工业管理学院,MPA,2026
河南中医药大学,管理学院,MPA,全日制:33人,3.9万,河南省郑州市,,253,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=253,302,河南中医药大学,MPA,2026
新乡医学院,卫生健康管理学院,MPA,"全日制:20人,全日制 :20人",2.4万-3.6万,河南新乡,,248,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=248,303,新乡医学院,MPA、MLIS,2025
四川大学,经济学院,MPA,非全日制:160人,2.4万-28.0万,四川省成都市,"985,211,双一流",805,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=805,395,四川大学,MPA,2026
四川大学,公共管理学院,MPA,"全日制:20人,非全日制:360人",2.4万-28.0万,四川省成都市,"985,211,双一流",806,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=806,395,四川大学,MLIS、MPA,2026
西南交通大学,公共管理学院,MPA,非全日制:320人,4.5万-21.0万,四川省成都市,"211,双一流",808,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=808,396,西南交通大学,MPA,2026
电子科技大学,公共管理学院,MPA,非全日制:320人,8.4万-24.8万,四川省成都市,"985,211,双一流",807,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=807,397,电子科技大学,MPA,2026
西南科技大学,马克思主义学院,MPA,非全日制:88人,4.6万-19.5万,四川省绵阳市,,815,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=815,399,西南科技大学,MPA,2026
四川师范大学,经济与管理学院,MPA,非全日制:47人,4.5万-7.8万,四川省成都市,双一流,800,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=800,400,四川师范大学,MPA、MBA,2026
西南财经大学,公共管理学院,MPA,"全日制:53人,非全日制:64人",4.5万-22.8万,四川省成都市,"211,双一流",809,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=809,401,西南财经大学,MPA,2026
西南民族大学,公共管理学院,MPA,非全日制:63人,2.0万-7.8万,四川省成都市,,812,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=812,402,西南民族大学,MPA,2026
四川农业大学,管理学院,MPA,非全日制:66人,5.7万-9.0万,四川省成都市,"211,双一流",810,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=810,405,四川农业大学,MPA,2026
西南医科大学,人文与管理学院,MPA,全日制:78人,6.0万,四川省泸州市,,814,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=814,406,西南医科大学,MPA,2026
成都中医药大学,管理学院,MPA,全日制:29人,3.9万,四川省成都市,双一流,1935,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1935,407,成都中医药大学,MPA,2026
川北医学院,管理学院,MPA,"非全日制:19人,全日制:8人",3.9万-4.2万,"四川南充,四川省南充市",,1898,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1898,408,川北医学院,MPA、MLIS,2025
西华师范大学,管理学院,MPA,非全日制:115人,3.9万-6.0万,四川省南充市,,813,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=813,409,西华师范大学,MPA,2026
成都医学院,大健康与智能工程学院,MPA,全日制:30人,3.0万-4.8万,四川省成都市,,1899,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1899,410,成都医学院,MPA、MLIS,2026
中共四川省委党校,不区分院系所,MPA,非全日制:19人,2.4万,四川省成都市,,94300,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=94300,411,中共四川省委党校,MPA,2026
西昌学院,公共管理学院,MPA,非全日制:19人,3.6万,四川省西昌市,,157434,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157434,490,西昌学院,MPA,2026
国防科技大学,系统工程学院,MPA,"全日制:1人,非全日制:1人",3.0万-4.9万,湖南省长沙市,"985,211,双一流",362,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=362,350,国防科技大学,MEM、MPA,2026
湘潭大学,公共管理学院,MPA,非全日制:100人,1.2万-9.6万,湖南省湘潭市,双一流,368,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=368,333,湘潭大学,MLIS、MPA,2026
湖南大学,公共管理学院,MPA,非全日制:180人,2.8万-29.8万,湖南省长沙市,"985,211,双一流",361,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=361,334,湖南大学,MPA,2026
中南大学,公共管理学院,MPA,非全日制:205人,4.2万-29.8万,湖南省长沙市,"985,211,双一流",351,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=351,335,中南大学,MPA,2026
湖南农业大学,公共管理与法学学院,MPA,"全日制:6人,非全日制:43人",4.2万-9.6万,湖南省长沙市,,365,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=365,337,湖南农业大学,MPA,2026
湖南师范大学,公共管理学院,MPA,非全日制:97人,4.2万-10.5万,湖南省长沙市,"211,双一流",363,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=363,339,湖南师范大学,MPA,2026
湖南工商大学,公共管理与人文地理学院,MPA,"全日制:19人,非全日制:6人",4.2万-10.5万,湖南省长沙市,,364,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=364,340,湖南工商大学,MTA、MPA,2026
南华大学,经济管理与法学学院,MPA,"非全日制:22人,全日制:6人",4.2万-6.0万,湖南省衡阳市,,1926,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1926,341,南华大学,MPA、MPAcc,2026
湖南工业大学,经济与管理学院,MPA,全日制:14人,4.2万-9.0万,湖南省株洲市,,359,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=359,342,湖南工业大学,MPA、MBA、MEM、MPAcc,2026
吉首大学,法学与公共管理学院,MPA,全日制:18人,4.2万-6.0万,湖南省吉首市,,369,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=369,343,吉首大学,MPA,2026
湖南科技大学,法学与公共管理学院,MPA,非全日制:25人,4.2万-8.6万,湖南省湘潭市,,79700,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=79700,344,湖南科技大学,MPA,2026
湖南中医药大学,人文与管理学院,MPA,全日制:21人,4.2万,湖南省长沙市,,366,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=366,345,湖南中医药大学,MPA,2026
中共湖南省委党校,公共管理教研部（湖南行政管理学会）,MPA,非全日制:20人,4.2万,湖南省长沙市,,1949,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1949,346,中共湖南省委党校,MPA,2026
广西大学,公共管理学院,MPA,"全日制:42人,非全日制:193人",4.4万-16.8万,广西壮族自治区南宁市,"211,双一流",7,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=7,368,广西大学,MPA,2026
桂林理工大学,公共管理与传媒学院,MPA,"全日制:20人,非全日制:25人",4.4万-13.5万,广西壮族自治区桂林市,,5,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=5,370,桂林理工大学,MPA,2026
广西师范大学,政治与公共管理学院,MPA,"全日制:30人,非全日制:82人",3.6万-15.0万,广西壮族自治区桂林市,,9,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=9,371,广西师范大学,MPA,2026
广西民族大学,政治与公共管理学院,MPA,全日制:90人,3.9万-9.0万,广西省南宁市,,8,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=8,372,广西民族大学,MPA,2026
广西医科大学,信息与管理学院,MPA,全日制:31人,3.9万,广西壮族自治区南宁市,,1897,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1897,373,广西医科大学,MPA,2026
右江民族医学院,人文与管理学院,MPA,全日制:14人,3.9万,广西壮族自治区百色市,,1946,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1946,374,右江民族医学院,MPA,2026
桂林医学院,人文与管理学院,MPA,全日制:24人,3.9万,广西桂林,,10,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=10,375,桂林医学院,MPA、MLIS,2025
南宁师范大学,经济与管理学院,MPA,全日制:46人,3.9万-4.4万,广西壮族自治区南宁市,,6,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=6,376,南宁师范大学,MPA,2026
广西财经学院,财政与公共管理学院,MPA,"全日制:10人,非全日制:5人",3.9万-8.7万,广西南宁市,,157430,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157430,377,广西财经学院,MPA,2026
海南大学,国际旅游与公共管理学院,MPA,"全日制:14人,非全日制:137人",3.0万-10.8万,海南省海口市,"211,双一流",345,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=345,378,海南大学,MTA、MPA,2026
海南医科大学,管理学院,MPA,全日制:21人,3.0万,海南省海口市,,157431,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157431,488,海南医科大学,MPA,2025
重庆大学,公共管理学院,MPA,非全日制:310人,2.7万-23.7万,重庆市,"985,211,双一流",841,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=841,382,重庆大学,MPA,2026
西南大学,国家治理学院,MPA,非全日制:234人,2.7万-12.6万,重庆市,"211,双一流",842,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=842,385,西南大学,MPA,2026
重庆理工大学,管理学院,MPA,非全日制:45人,3.9万-8.7万,重庆市巴南区,,1939,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1939,387,重庆理工大学,MPA,2026
重庆工商大学,工商管理学院,MPA,非全日制:人,3.3万-10.5万,重庆,,838,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=838,388,重庆工商大学,MTA、MBA、MPA,2025
重庆工商大学,公共管理学院,MPA,全日制:100人,3.3万-10.5万,重庆市,,845,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=845,388,重庆工商大学,MPA,2026
重庆三峡学院,公共管理学院,MPA,全日制:30人,2.7万,重庆市,,1938,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1938,389,重庆三峡学院,MPA,2026
重庆科技大学,管理学院,MPA,"全日制:24人,非全日制:18人",3.9万-6.0万,重庆市,,844,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=844,390,重庆科技大学,MPA、MTA、MEM,2026
重庆科技大学,马克思主义学院,MPA,全日制:5人,3.9万-6.0万,重庆市,,157433,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157433,390,重庆科技大学,MPA,2026
四川外国语大学,国际关系学院,MPA,全日制:15人,3.9万,重庆市,,1900,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1900,392,四川外国语大学,MPA,2026
西南政法大学,政治与公共管理学院,MPA,全日制:90人,3.9万-7.8万,重庆市,,843,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=843,393,西南政法大学,MPA,2026
中共重庆市委党校,公共管理学教研部,MPA,非全日制:57人,2.7万-3.6万,重庆市,,846,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=846,394,中共重庆市委党校,MPA,2026
贵州大学,公共管理学院,MPA,非全日制:249人,5.4万-14.8万,贵阳市花溪区,"211,双一流",44,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=44,418,贵州大学,MPA,2026
贵州财经大学,公共管理学院,MPA,"全日制:29人,非全日制:38人",2.4万-6.0万,贵州省贵阳市,,46,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=46,420,贵州财经大学,MPA,2026
贵州民族大学,政治与经济管理学院,MPA,全日制:48人,2.4万-3.9万,贵州省贵阳市,,1853,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1853,421,贵州民族大学,MPA、MBA,2026
贵州中医药大学,人文与管理学院,MPA,全日制:45人,2.4万-3.3万,贵州省贵阳市,,45,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=45,422,贵州中医药大学,MPA,2026
云南大学,政府管理学院,MPA,非全日制:260人,2.7万-18.9万,云南省昆明市,"211,双一流",434,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=434,423,云南大学,MPA,2026
云南师范大学,管理学院,MPA,非全日制:110人,2.4万-9.6万,云南省昆明市,,435,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=435,425,云南师范大学,MTA、MAud、MPAcc、MPA、MBA,2026
云南财经大学,财政与公共管理学院,MPA,"全日制:41人,非全日制:143人",3.6万-16.8万,云南省昆明市,,433,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=433,426,云南财经大学,MPA,2026
云南民族大学,政治与公共管理学院（人民武装学院）,MPA,非全日制:18人,3.6万-6.9万,云南省昆明市,,98700,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=98700,427,云南民族大学,MPA,2026
西南林业大学,经济管理学院,MPA,非全日制:36人,2.4万,云南省昆明市,,1901,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1901,428,西南林业大学,MPA、MTA,2026
云南农业大学,经济管理学院,MPA,非全日制:53人,2.4万-4.5万,云南省昆明市,,1902,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1902,431,云南农业大学,MPA,2026
