学校,学院,专业类型,招生人数,学费,城市,性质,项目ID,详情页,大学ID,大学名称,学院专业列表,学院招生年份
辽宁科技大学,MBA教育中心,MBA,"非全日制:51人,全日制:50人",4.3万-4.9万,辽宁省鞍山市,,455,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=455,106,辽宁科技大学,MBA,2026
辽宁工程技术大学,工商管理学院,MBA,非全日制:76人,1.8万-5.5万,辽宁省阜新市,,1837,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1837,107,辽宁工程技术大学,MEM、MPAcc、MBA,2026
辽宁石油化工大学,经济管理学院,MBA,非全日制:60人,3.0万-4.9万,辽宁省抚顺市,,453,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=453,108,辽宁石油化工大学,MPAcc、MBA,2026
大连海事大学,航运经济与管理学院,MBA,非全日制:176人,3.6万-12.2万,辽宁省大连市,"211,双一流",448,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=448,109,大连海事大学,MBA、MEM、MPAcc,2026
沈阳农业大学,经济管理学院,MBA,非全日制:15人,2.4万-7.5万,辽宁省沈阳市,,1839,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1839,110,沈阳农业大学,MPAcc、MBA,2026
东北财经大学,工商管理学院,MBA,"全日制:50人,非全日制:110人",3.0万-39.8万,辽宁省大连市,,22300,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=22300,111,东北财经大学,MBA、MTA、EMBA,2026
沈阳大学,国际商学院,MBA,非全日制:30人,2.1万-5.0万,辽宁沈阳,,23100,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=23100,112,沈阳大学,MBA、MPAcc,2025
吉林大学,商学与管理学院,MBA,全日制:33人,4.0万-10.0万,吉林省长春市,"985,211,双一流",859,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=859,125,吉林大学,MLIS、MBA,2026
吉林大学,工商管理硕士（MBA）教育中心,MBA,非全日制:680人,4.0万-10.0万,吉林省长春市,"985,211,双一流",25100,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=25100,125,吉林大学,MBA、MEM,2026
延边大学,经济管理学院,MBA,非全日制:122人,3.0万-10.0万,吉林省延吉市,"211,双一流",862,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=862,126,延边大学,MPAcc、MTA、MBA,2026
长春理工大学,经济管理学院,MBA,非全日制:65人,4.0万,吉林省长春市,,865,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=865,127,长春理工大学,MBA,2026
东北电力大学,经济管理学院,MBA,非全日制:9人,3.0万-7.5万,吉林省吉林市,,878,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=878,128,东北电力大学,MBA、MEM、MPAcc,2026
长春工业大学,经济管理学院,MBA,"全日制:30人,非全日制:70人",3.0万-4.0万,吉林省长春市,,863,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=863,129,长春工业大学,MBA、MPAcc,2026
吉林农业大学,经济管理学院,MBA,非全日制:50人,1.6万-5.0万,吉林省长春市,,866,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=866,130,吉林农业大学,MBA、MTA、MPAcc,2026
东北师范大学,经济与管理学院,MBA,非全日制:208人,3.0万-6.9万,吉林省长春市,"211,双一流",861,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=861,131,东北师范大学,MBA、MPAcc,2026
吉林财经大学,不区分院系所,MBA,非全日制:72人,2.4万-5.0万,吉林省长春市,,864,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=864,132,吉林财经大学,MBA、MPA、MAud、MLIS、MPAcc,2026
吉林外国语大学,国际商学院,MBA,全日制:35人,6.2万-9.9万,吉林省长春市,,880,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=880,133,吉林外国语大学,MPAcc、MBA,2026
哈尔滨工业大学,商学院,MBA,非全日制:389人,8.0万-63.8万,"广东省深圳市,上海市,黑龙江省哈尔滨市","985,211,双一流",1840,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1840,140,哈尔滨工业大学,MEM、MPAcc、MBA、EMBA,2026
黑龙江大学,经济与工商管理学院,MBA,"全日制:70人,非全日制:50人",1.8万-5.7万,黑龙江省哈尔滨市,,892,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=892,139,黑龙江大学,MBA、MPAcc,2026
哈尔滨理工大学,经济与管理学院,MBA,非全日制:63人,2.7万-4.2万,黑龙江省哈尔滨市,,900,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=900,141,哈尔滨理工大学,MEM、MPAcc、MBA,2026
哈尔滨工程大学,经济管理学院,MBA,"全日制:26人,非全日制:171人",5.3万-7.2万,黑龙江省哈尔滨市,"211,双一流",890,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=890,142,哈尔滨工程大学,MBA、MEM、MPA,2026
黑龙江科技大学,管理学院,MBA,"全日制:16人,非全日制:9人",2.7万-6.0万,黑龙江省哈尔滨市,,894,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=894,143,黑龙江科技大学,MBA、MPAcc,2026
东北石油大学,经济管理学院,MBA,非全日制:96人,2.7万-4.5万,黑龙江省大庆市,,893,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=893,144,东北石油大学,MBA、MPAcc,2026
东北农业大学,经济管理学院,MBA,"全日制:48人,非全日制:130人",2.7万-5.7万,黑龙江省哈尔滨市,"211,双一流",891,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=891,145,东北农业大学,MBA、MPAcc,2026
东北林业大学,经济管理学院,MBA,非全日制:38人,2.7万-8.7万,黑龙江省哈尔滨市,"211,双一流",906,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=906,146,东北林业大学,MBA、MPAcc,2026
哈尔滨商业大学,MBA（MPA）中心,MBA,"全日制:79人,非全日制:61人",1.8万-4.2万,黑龙江省哈尔滨市,,895,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=895,147,哈尔滨商业大学,MBA、MPA,2026
厦门大学,工商中心,MBA,非全日制:450人,3.3万-42.0万,福建省厦门市,"985,211,双一流",16,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=16,243,厦门大学,MBA,2026
华侨大学,MBA教育中心,MBA,非全日制:133人,2.4万-10.5万,福建省厦门市,,20,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=20,244,华侨大学,MBA,2026
福州大学,经济与管理学院,MBA,非全日制:245人,2.4万-15.0万,福州,"211,双一流",17,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=17,245,福州大学,MPAcc、MEM、MPA、MBA,2026
福建农林大学,经济与管理学院,MBA,非全日制:80人,2.4万-10.0万,福州市仓山区,,54100,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=54100,246,福建农林大学,MPAcc、MTA、MBA,2026
福建师范大学,经济学院,MBA,非全日制:59人,2.4万-10.0万,福建省福州市,,19,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=19,247,福建师范大学,MBA,2026
闽江学院,新华都商学院,MBA,"全日制:19人,非全日制:95人",2.4万-6.0万,福建省福州市,,21,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=21,248,闽江学院,MBA,2026
集美大学,工商管理学院,MBA,非全日制:30人,2.0万-9.9万,福建省厦门市集美区,,157528,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157528,251,集美大学,MBA,2026
山东大学,MBA教育中心,MBA,非全日制:550人,4.8万-29.8万,山东省济南市,"985,211,双一流",713,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=713,267,山东大学,MBA、EMBA,2026
中国海洋大学,MBA教育中心,MBA,非全日制:266人,4.5万-15.0万,山东省青岛市,"985,211,双一流",714,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=714,268,中国海洋大学,MBA,2026
山东科技大学,财经学院（泰安）,MBA,非全日制:15人,3.0万-7.8万,山东省青岛市,,721,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=721,269,山东科技大学,MBA,2026
山东科技大学,经济管理学院,MBA,非全日制:90人,3.0万-7.8万,山东省青岛市,,743,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=743,269,山东科技大学,MPAcc、MBA,2026
中国石油大学(华东),经济管理学院,MBA,非全日制:222人,3.6万-10.5万,山东青岛,"211,双一流",715,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=715,270,中国石油大学(华东),MBA、MEM、MPAcc,2025
青岛科技大学,经管学院,MBA,非全日制:100人,3.0万-7.8万,山东省青岛市,,717,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=717,271,青岛科技大学,MPAcc、MBA、MEM,2026
济南大学,商学院,MBA,非全日制:44人,3.0万-8.4万,山东省济南市,,725,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=725,272,济南大学,MBA、MPAcc,2026
山东建筑大学,商学院,MBA,非全日制:51人,3.0万-7.8万,山东省济南市,,719,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=719,273,山东建筑大学,MPAcc、MBA,2026
山东理工大学,MBA教育中心,MBA,"全日制:27人,非全日制:86人",3.0万-7.8万,山东省淄博市,,722,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=722,274,山东理工大学,MBA,2026
山东师范大学,商学院,MBA,非全日制:83人,3.0万-8.4万,山东省济南市,,748,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=748,275,山东师范大学,MTA、MPAcc、MBA,2026
聊城大学,MBA教育中心,MBA,非全日制:60人,3.0万-5.8万,山东省聊城市,,724,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=724,276,聊城大学,MBA,2026
山东财经大学,MBA学院,MBA,非全日制:166人,2.0万-10.8万,山东省济南市,,718,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=718,277,山东财经大学,MBA,2026
青岛大学,商学院,MBA,非全日制:105人,3.0万-8.7万,山东省青岛市,,757,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=757,278,青岛大学,MBA、MTA、MEM、MPAcc,2026
青岛大学,经济学院,MBA,非全日制:13人,3.0万-8.7万,山东省青岛市,,157407,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157407,278,青岛大学,MBA,2026
山东工商学院,工商管理学院,MBA,非全日制:25人,3.0万-7.5万,山东省烟台市,,1848,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1848,279,山东工商学院,MBA,2026
青岛理工大学,商学院,MBA,非全日制:30人,3.0万-9.0万,山东省济南市,,157406,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157406,289,青岛理工大学,MBA、MPAcc,2026
南昌大学,经济管理学院,MBA,非全日制:205人,2.6万-11.8万,江西省南昌市,"211,双一流",681,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=681,255,南昌大学,MBA、MPAcc,2026
华东交通大学,经济管理学院,MBA,非全日制:65人,2.4万-6.0万,江西省南昌市,,687,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=687,256,华东交通大学,MPAcc、MBA,2026
东华理工大学,经济与管理学院,MBA,"全日制:28人,非全日制:28人",3.6万,江西抚州,,690,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=690,257,东华理工大学,MBA、MPAcc,2025
江西理工大学,经济管理学院,MBA,非全日制:49人,3.6万-9.9万,江西省赣州市,,688,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=688,258,江西理工大学,MBA、MEM、MPAcc,2026
江西理工大学,深圳创新研究院,MBA,非全日制:16人,3.6万-9.9万,广东省深圳市,,157527,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157527,258,江西理工大学,MBA,2026
江西师范大学,商学院,MBA,"全日制:53人,非全日制:80人",2.4万-9.0万,江西南昌,,682,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=682,259,江西师范大学,MBA,2025
江西财经大学,工商管理学院,MBA,全日制:48人,2.4万-15.0万,江西省南昌市,,683,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=683,260,江西财经大学,MBA、MTA,2026
江西财经大学,MBA教育学院,MBA,非全日制:115人,2.4万-15.0万,江西省南昌市,,684,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=684,260,江西财经大学,MBA,2026
江西财经大学,深圳研究院,MBA,非全日制:30人,2.4万-15.0万,广东省深圳市,,686,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=686,260,江西财经大学,MBA、MAud、MTA,2026
江西财经大学,企业数字化转型研究与促进中心,MBA,非全日制:30人,2.4万-15.0万,江西省南昌市,,57300,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=57300,260,江西财经大学,MBA,2026
江西水利电力大学,工商管理学院,MBA,"全日制:5人,非全日制:5人",3.6万-4.8万,江西省南昌市,,1847,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1847,262,江西水利电力大学,MEM、MBA,2026
武汉大学,经济与管理学院,MBA,非全日制:520人,3.6万-35.8万,"湖北省武汉市,部分实践环节在外地","985,211,双一流",1833,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1833,307,武汉大学,MEM、MPAcc、MBA、EMBA,2026
武汉大学,董辅礽经济社会发展研究院,MBA,非全日制:50人,3.6万-35.8万,湖北省武汉,"985,211,双一流",514,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=514,307,武汉大学,MBA,2025
华中科技大学,管理学院,MBA,"全日制:19人,非全日制:370人",3.9万-32.8万,湖北省武汉市,"985,211,双一流",557,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=557,308,华中科技大学,EMBA、MPAcc、MEM、MBA,2026
武汉科技大学,管理学院/恒大管理学院,MBA,非全日制:79人,3.3万-12.8万,湖北省武汉,,519,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=519,309,武汉科技大学,MBA、MEM、MPAcc,2025
长江大学,经济与管理学院,MBA,非全日制:62人,4.2万-8.1万,湖北省荆州市,,522,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=522,310,长江大学,MPAcc、MEM、MBA,2026
武汉工程大学,管理学院,MBA,非全日制:69人,6.0万-8.4万,湖北省武汉市,,523,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=523,311,武汉工程大学,MPA、MEM、MPAcc、MBA,2026
中国地质大学(武汉),经济管理学院,MBA,非全日制:120人,5.4万-14.4万,湖北省武汉,"211,双一流",518,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=518,312,中国地质大学(武汉),MBA、MPAcc,2025
武汉理工大学,管理学院,MBA,非全日制:230人,3.2万-16.2万,湖北省武汉市,"211,双一流",548,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=548,313,武汉理工大学,MEM、MPAcc、MBA,2026
湖北工业大学,经济与管理学院,MBA,非全日制:190人,3.9万-8.4万,湖北省武汉市,,524,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=524,314,湖北工业大学,MBA、MPA、MPAcc,2026
华中农业大学,经济管理学院,MBA,非全日制:100人,6.0万-14.9万,湖北省武汉市,"211,双一流",951,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=951,315,华中农业大学,MPAcc、MBA,2026
华中师范大学,经济与工商管理学院,MBA,非全日制:115人,2.0万-10.5万,湖北省武汉市,"211,双一流",952,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=952,316,华中师范大学,MPAcc、MBA,2026
湖北大学,商学院,MBA,非全日制:100人,2.4万-9.0万,湖北省武汉市,,521,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=521,317,湖北大学,MBA、MEM、MPAcc,2026
中南财经政法大学,工商管理学院,MBA,非全日制:198人,7.0万-26.8万,湖北省武汉市,"211,双一流",517,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=517,318,中南财经政法大学,MBA、EMBA,2026
中南民族大学,管理学院,MBA,非全日制:28人,3.6万-8.1万,湖北省武汉市,,520,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=520,319,中南民族大学,MPAcc、MLIS、MEM、MBA,2026
三峡大学,经济与管理学院,MBA,非全日制:66人,4.5万-6.8万,湖北省宜昌市,,525,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=525,320,三峡大学,MPAcc、MBA,2026
武汉纺织大学,管理学院,MBA,"全日制:18人,非全日制:38人",3.6万-7.5万,湖北省武汉市,,562,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=562,330,武汉纺织大学,MEM、MPAcc、MBA,2026
华北水利水电大学,管理与经济学院,MBA,非全日制:85人,2.0万-7.0万,河南省郑州市,,255,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=255,291,华北水利水电大学,MBA、MPAcc,2026
郑州大学,商学院,MBA,"全日制:52人,非全日制:220人",2.4万-24.0万,河南省郑州市,"211,双一流",244,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=244,292,郑州大学,MPAcc、MBA、EMBA,2026
河南理工大学,工商管理学院,MBA,非全日制:100人,2.4万-6.0万,河南省焦作市,,268,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=268,293,河南理工大学,MEM、MBA,2026
郑州轻工业大学,经济与管理学院,MBA,非全日制:73人,2.4万-7.5万,河南省郑州市,,267,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=267,294,郑州轻工业大学,MPAcc、MBA、MEM,2026
河南工业大学,管理学院,MBA,"全日制:63人,非全日制:42人",1.6万-6.2万,河南省郑州市,,266,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=266,295,河南工业大学,MEM、MBA、MPAcc、MPA,2026
河南科技大学,商学院,MBA,"全日制:54人,非全日制:120人",2.4万-10.5万,河南省洛阳市,,259,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=259,296,河南科技大学,MBA、MPAcc、MPA,2026
中原工学院,经济管理学院,MBA,全日制:78人,2.0万-4.4万,河南省郑州市,,256,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=256,297,中原工学院,MPAcc、MAud、MBA,2026
河南大学,商学院,MBA,"全日制:35人,非全日制:130人",2.4万-9.6万,河南省郑州市,双一流,260,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=260,298,河南大学,MBA、MPAcc、MAud、MEM,2026
河南师范大学,商学院,MBA,非全日制:120人,2.4万-6.6万,河南省新乡市,,246,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=246,299,河南师范大学,MPAcc、MBA,2026
河南财经政法大学,黄河商学院,MBA,非全日制:68人,2.4万-10.5万,河南省郑州市,,245,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=245,300,河南财经政法大学,MBA、MEM、MPAcc、MPA,2026
河南财经政法大学,管理学部,MBA,全日制:105人,2.4万-10.5万,河南省郑州市,,157446,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157446,300,河南财经政法大学,MEM、MAud、MTA、MPAcc、MPA、MBA,2026
郑州航空工业管理学院,商学院,MBA,全日制:43人,2.4万-5.0万,河南省郑州市,,258,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=258,301,郑州航空工业管理学院,MBA、MPAcc、MAud,2026
信阳师范大学,商学院,MBA,全日制:15人,2.4万-30.0万,河南信阳,,157534,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157534,304,信阳师范大学,MBA、MTT,2026
四川大学,商学院,MBA,非全日制:550人,2.4万-28.0万,四川省成都市,"985,211,双一流",795,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=795,395,四川大学,EMBA、MAud、MPAcc、MEM、MBA,2026
电子科技大学,经济与管理学院,MBA,"全日制:38人,非全日制:390人",8.4万-24.8万,四川省成都市,"985,211,双一流",91800,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=91800,397,电子科技大学,MBA、EMBA,2026
西南交通大学,经济管理学院,MBA,非全日制:330人,4.5万-21.0万,"四川成都,河北唐山","211,双一流",797,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=797,396,西南交通大学,MBA、MEM、MPAcc、EMBA,2025
西南石油大学,经济管理学院,MBA,非全日制:51人,2.4万-7.2万,四川省成都市,双一流,801,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=801,398,西南石油大学,MBA、MEM、MPAcc,2026
西南科技大学,经济管理学院,MBA,非全日制:115人,4.6万-19.5万,四川省绵阳市,,803,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=803,399,西南科技大学,MBA,2026
四川师范大学,经济与管理学院,MBA,非全日制:95人,4.5万-7.8万,四川省成都市,双一流,800,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=800,400,四川师范大学,MPA、MBA,2026
西南财经大学,工商管理学院,MBA,"全日制:90人,非全日制:258人",4.5万-22.8万,四川省成都市,"211,双一流",92600,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=92600,401,西南财经大学,MBA,2026
西南民族大学,商学院,MBA,非全日制:66人,2.0万-7.8万,四川成都,,93100,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=93100,402,西南民族大学,MBA、MPAcc,2025
成都大学,商学院,MBA,"非全日制:15人,全日制:8人",3.6万-7.8万,四川省成都市,,819,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=819,403,成都大学,MPAcc、MBA,2026
四川省社会科学院,不区分院系所,MBA,非全日制:29人,6.0万-8.0万,四川省成都市,,93500,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=93500,404,四川省社会科学院,MBA,2026
西华师范大学,商学院,MBA,非全日制:46人,3.9万-6.0万,四川省南充市,,157100,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157100,409,西华师范大学,MPAcc、MBA,2026
成都信息工程大学,管理学院,MBA,"全日制:22人,非全日制:50人",3.6万-7.5万,四川省成都市,,822,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=822,412,成都信息工程大学,MBA、MTA、MPAcc,2026
中国民用航空飞行学院,经济与管理学院,MBA,非全日制:29人,7.2万,四川省广汉市,,157410,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157410,481,中国民用航空飞行学院,MBA,2026
湖南大学,工商管理学院,MBA,非全日制:430人,2.8万-29.8万,湖南省长沙市,"985,211,双一流",354,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=354,334,湖南大学,EMBA、MPAcc、MBA,2026
中南大学,商学院,MBA,非全日制:371人,4.2万-29.8万,"湖南省长沙市中南大学完成,主要学位课程教学活动在中南大学完成,部分实践教学环节在深圳完成","985,211,双一流",350,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=350,335,中南大学,MPAcc、MBA、EMBA,2026
湘潭大学,商学院,MBA,非全日制:51人,1.2万-9.6万,湖南省湘潭市,双一流,357,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=357,333,湘潭大学,MBA、MTA、MPAcc,2026
长沙理工大学,经济与管理学院,MBA,非全日制:105人,4.2万-10.5万,湖南省长沙市,,358,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=358,336,长沙理工大学,MPAcc、MBA,2026
湖南农业大学,商学院,MBA,非全日制:80人,4.2万-9.6万,湖南省长沙市,,360,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=360,337,湖南农业大学,MBA、MPAcc,2026
中南林业科技大学,商学院,MBA,非全日制:55人,4.2万-9.0万,湖南长沙,,372,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=372,338,中南林业科技大学,MBA、MEM、MPAcc,2025
湖南师范大学,商学院,MBA,"全日制:26人,非全日制:65人",4.2万-10.5万,湖南省长沙市,"211,双一流",355,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=355,339,湖南师范大学,MBA、MPAcc,2026
湖南工商大学,工商管理学院,MBA,"全日制:73人,非全日制:5人",4.2万-10.5万,湖南省长沙市,,356,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=356,340,湖南工商大学,MBA、MEM,2026
南华大学,经济管理与法学学院（MBA教育中心）,MBA,"非全日制:24人,全日制:80人",4.2万-6.0万,湖南省衡阳市,,367,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=367,341,南华大学,MBA,2026
湖南工业大学,经济与管理学院,MBA,"非全日制:8人,全日制:71人",4.2万-9.0万,湖南省株洲市,,359,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=359,342,湖南工业大学,MEM、MPA、MPAcc、MBA,2026
吉首大学,商学院,MBA,全日制:15人,4.2万-6.0万,湖南省吉首市,,370,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=370,343,吉首大学,MPAcc、MBA,2026
湖南科技大学,商学院,MBA,"全日制:10人,非全日制:15人",4.2万-8.6万,湖南省湘潭市,,375,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=375,344,湖南科技大学,MPAcc、MBA,2026
广西大学,工商管理学院,MBA,"全日制:92人,非全日制:375人",4.4万-16.8万,广西省南宁市,"211,双一流",1,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1,368,广西大学,MBA、MTA、MPAcc、EMBA,2026
桂林电子科技大学,MBA教育中心,MBA,"全日制:24人,非全日制:132人",4.3万-13.5万,广西省桂林市,,2,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=2,369,桂林电子科技大学,MBA,2026
桂林理工大学,商学院,MBA,"全日制:102人,非全日制:88人",4.4万-13.5万,广西省桂林市,,3,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=3,370,桂林理工大学,MBA、MPAcc,2026
广西师范大学,经济管理学院,MBA,"全日制:45人,非全日制:82人",3.6万-15.0万,广西省桂林市,,4,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=4,371,广西师范大学,MBA、MPAcc,2026
广西民族大学,管理学院,MBA,全日制:300人,3.9万-9.0万,广西南宁,,14,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=14,372,广西民族大学,MBA、MLIS、MPAcc、MTA,2025
海南大学,国际商学院,MBA,"全日制:16人,非全日制:193人",3.0万-10.8万,海南省海口市,"211,双一流",344,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=344,378,海南大学,MPAcc、MBA,2026
海南师范大学,经济与管理学院,MBA,"全日制:15人,非全日制:6人",2.0万-10.8万,海南省海口市,,1851,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1851,379,海南师范大学,MBA,2026
